N,P,K,temperature,humidity,ph,rainfall,Year,Area_Harvested,Production,Yield,Crops
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,2019,9547030.0,9937990.0,1041.0,2
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,2020,9698750.0,11078500.0,1142.3,2
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,2021,9995920.0,11911180.0,1191.6,2
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,2022,10740100.0,13543630.0,1261.0,2
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,2023,10470862.0,12267289.55,1171.6,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2004,7048100.0,5717500.0,811.2,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2005,6714600.0,5469400.0,814.6,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2006,6896200.0,5575400.0,808.5,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2007,7493900.0,6333700.0,845.2,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2008,7543700.0,5748600.0,762.0,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2009,7890000.0,7060000.0,894.8,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2010,8170000.0,7480000.0,915.5,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2011,9190000.0,8220000.0,894.5,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2012,8320000.0,7700000.0,925.5,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2013,8522000.0,8832500.0,1036.4,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2014,9927000.0,9530000.0,960.0,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2015,8251000.0,7332000.0,888.6,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2016,8399000.0,7058000.0,840.3,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2017,9626160.0,9377560.0,974.2,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2018,10560430.0,11379190.0,1077.5,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2019,9547030.0,9937990.0,1041.0,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2020,9698750.0,11078500.0,1142.3,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2021,9995920.0,11911180.0,1191.6,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2022,10740100.0,13543630.0,1261.0,2
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,2023,10470862.0,12267289.55,1171.6,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2004,7048100.0,5717500.0,811.2,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2005,6714600.0,5469400.0,814.6,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2006,6896200.0,5575400.0,808.5,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2007,7493900.0,6333700.0,845.2,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2008,7543700.0,5748600.0,762.0,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2009,7890000.0,7060000.0,894.8,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2010,8170000.0,7480000.0,915.5,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2011,9190000.0,8220000.0,894.5,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2012,8320000.0,7700000.0,925.5,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2013,8522000.0,8832500.0,1036.4,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2014,9927000.0,9530000.0,960.0,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2015,8251000.0,7332000.0,888.6,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2016,8399000.0,7058000.0,840.3,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2017,9626160.0,9377560.0,974.2,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2018,10560430.0,11379190.0,1077.5,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2019,9547030.0,9937990.0,1041.0,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2020,9698750.0,11078500.0,1142.3,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2021,9995920.0,11911180.0,1191.6,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2022,10740100.0,13543630.0,1261.0,2
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,2023,10470862.0,12267289.55,1171.6,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2004,7048100.0,5717500.0,811.2,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2005,6714600.0,5469400.0,814.6,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2006,6896200.0,5575400.0,808.5,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2007,7493900.0,6333700.0,845.2,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2008,7543700.0,5748600.0,762.0,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2009,7890000.0,7060000.0,894.8,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2010,8170000.0,7480000.0,915.5,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2011,9190000.0,8220000.0,894.5,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2012,8320000.0,7700000.0,925.5,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2013,8522000.0,8832500.0,1036.4,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2014,9927000.0,9530000.0,960.0,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2015,8251000.0,7332000.0,888.6,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2016,8399000.0,7058000.0,840.3,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2017,9626160.0,9377560.0,974.2,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2018,10560430.0,11379190.0,1077.5,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2019,9547030.0,9937990.0,1041.0,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2020,9698750.0,11078500.0,1142.3,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2021,9995920.0,11911180.0,1191.6,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2022,10740100.0,13543630.0,1261.0,2
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,2023,10470862.0,12267289.55,1171.6,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2004,7048100.0,5717500.0,811.2,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2005,6714600.0,5469400.0,814.6,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2006,6896200.0,5575400.0,808.5,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2007,7493900.0,6333700.0,845.2,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2008,7543700.0,5748600.0,762.0,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2009,7890000.0,7060000.0,894.8,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2010,8170000.0,7480000.0,915.5,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2011,9190000.0,8220000.0,894.5,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2012,8320000.0,7700000.0,925.5,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2013,8522000.0,8832500.0,1036.4,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2014,9927000.0,9530000.0,960.0,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2015,8251000.0,7332000.0,888.6,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2016,8399000.0,7058000.0,840.3,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2017,9626160.0,9377560.0,974.2,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2018,10560430.0,11379190.0,1077.5,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2019,9547030.0,9937990.0,1041.0,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2020,9698750.0,11078500.0,1142.3,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2021,9995920.0,11911180.0,1191.6,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2022,10740100.0,13543630.0,1261.0,2
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,2023,10470862.0,12267289.55,1171.6,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2004,7048100.0,5717500.0,811.2,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2005,6714600.0,5469400.0,814.6,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2006,6896200.0,5575400.0,808.5,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2007,7493900.0,6333700.0,845.2,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2008,7543700.0,5748600.0,762.0,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2009,7890000.0,7060000.0,894.8,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2010,8170000.0,7480000.0,915.5,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2011,9190000.0,8220000.0,894.5,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2012,8320000.0,7700000.0,925.5,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2013,8522000.0,8832500.0,1036.4,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2014,9927000.0,9530000.0,960.0,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2015,8251000.0,7332000.0,888.6,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2016,8399000.0,7058000.0,840.3,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2017,9626160.0,9377560.0,974.2,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2018,10560430.0,11379190.0,1077.5,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2019,9547030.0,9937990.0,1041.0,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2020,9698750.0,11078500.0,1142.3,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2021,9995920.0,11911180.0,1191.6,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2022,10740100.0,13543630.0,1261.0,2
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,2023,10470862.0,12267289.55,1171.6,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2004,7048100.0,5717500.0,811.2,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2005,6714600.0,5469400.0,814.6,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2006,6896200.0,5575400.0,808.5,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2007,7493900.0,6333700.0,845.2,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2008,7543700.0,5748600.0,762.0,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2009,7890000.0,7060000.0,894.8,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2010,8170000.0,7480000.0,915.5,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2011,9190000.0,8220000.0,894.5,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2012,8320000.0,7700000.0,925.5,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2013,8522000.0,8832500.0,1036.4,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2014,9927000.0,9530000.0,960.0,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2015,8251000.0,7332000.0,888.6,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2016,8399000.0,7058000.0,840.3,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2017,9626160.0,9377560.0,974.2,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2018,10560430.0,11379190.0,1077.5,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2019,9547030.0,9937990.0,1041.0,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2020,9698750.0,11078500.0,1142.3,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2021,9995920.0,11911180.0,1191.6,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2022,10740100.0,13543630.0,1261.0,2
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,2023,10470862.0,12267289.55,1171.6,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2004,7048100.0,5717500.0,811.2,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2005,6714600.0,5469400.0,814.6,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2006,6896200.0,5575400.0,808.5,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2007,7493900.0,6333700.0,845.2,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2008,7543700.0,5748600.0,762.0,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2009,7890000.0,7060000.0,894.8,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2010,8170000.0,7480000.0,915.5,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2011,9190000.0,8220000.0,894.5,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2012,8320000.0,7700000.0,925.5,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2013,8522000.0,8832500.0,1036.4,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2014,9927000.0,9530000.0,960.0,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2015,8251000.0,7332000.0,888.6,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2016,8399000.0,7058000.0,840.3,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2017,9626160.0,9377560.0,974.2,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2018,10560430.0,11379190.0,1077.5,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2019,9547030.0,9937990.0,1041.0,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2020,9698750.0,11078500.0,1142.3,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2021,9995920.0,11911180.0,1191.6,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2022,10740100.0,13543630.0,1261.0,2
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,2023,10470862.0,12267289.55,1171.6,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2004,7048100.0,5717500.0,811.2,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2005,6714600.0,5469400.0,814.6,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2006,6896200.0,5575400.0,808.5,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2007,7493900.0,6333700.0,845.2,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2008,7543700.0,5748600.0,762.0,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2009,7890000.0,7060000.0,894.8,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2010,8170000.0,7480000.0,915.5,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2011,9190000.0,8220000.0,894.5,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2012,8320000.0,7700000.0,925.5,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2013,8522000.0,8832500.0,1036.4,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2014,9927000.0,9530000.0,960.0,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2015,8251000.0,7332000.0,888.6,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2016,8399000.0,7058000.0,840.3,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2017,9626160.0,9377560.0,974.2,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2018,10560430.0,11379190.0,1077.5,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2019,9547030.0,9937990.0,1041.0,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2020,9698750.0,11078500.0,1142.3,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2021,9995920.0,11911180.0,1191.6,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2022,10740100.0,13543630.0,1261.0,2
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,2023,10470862.0,12267289.55,1171.6,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2004,7048100.0,5717500.0,811.2,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2005,6714600.0,5469400.0,814.6,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2006,6896200.0,5575400.0,808.5,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2007,7493900.0,6333700.0,845.2,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2008,7543700.0,5748600.0,762.0,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2009,7890000.0,7060000.0,894.8,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2010,8170000.0,7480000.0,915.5,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2011,9190000.0,8220000.0,894.5,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2012,8320000.0,7700000.0,925.5,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2013,8522000.0,8832500.0,1036.4,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2014,9927000.0,9530000.0,960.0,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2015,8251000.0,7332000.0,888.6,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2016,8399000.0,7058000.0,840.3,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2017,9626160.0,9377560.0,974.2,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2018,10560430.0,11379190.0,1077.5,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2019,9547030.0,9937990.0,1041.0,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2020,9698750.0,11078500.0,1142.3,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2021,9995920.0,11911180.0,1191.6,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2022,10740100.0,13543630.0,1261.0,2
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,2023,10470862.0,12267289.55,1171.6,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2004,7048100.0,5717500.0,811.2,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2005,6714600.0,5469400.0,814.6,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2006,6896200.0,5575400.0,808.5,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2007,7493900.0,6333700.0,845.2,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2008,7543700.0,5748600.0,762.0,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2009,7890000.0,7060000.0,894.8,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2010,8170000.0,7480000.0,915.5,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2011,9190000.0,8220000.0,894.5,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2012,8320000.0,7700000.0,925.5,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2013,8522000.0,8832500.0,1036.4,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2014,9927000.0,9530000.0,960.0,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2015,8251000.0,7332000.0,888.6,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2016,8399000.0,7058000.0,840.3,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2017,9626160.0,9377560.0,974.2,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2018,10560430.0,11379190.0,1077.5,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2019,9547030.0,9937990.0,1041.0,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2020,9698750.0,11078500.0,1142.3,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2021,9995920.0,11911180.0,1191.6,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2022,10740100.0,13543630.0,1261.0,2
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,2023,10470862.0,12267289.55,1171.6,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2004,7048100.0,5717500.0,811.2,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2005,6714600.0,5469400.0,814.6,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2006,6896200.0,5575400.0,808.5,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2007,7493900.0,6333700.0,845.2,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2008,7543700.0,5748600.0,762.0,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2009,7890000.0,7060000.0,894.8,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2010,8170000.0,7480000.0,915.5,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2011,9190000.0,8220000.0,894.5,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2012,8320000.0,7700000.0,925.5,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2013,8522000.0,8832500.0,1036.4,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2014,9927000.0,9530000.0,960.0,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2015,8251000.0,7332000.0,888.6,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2016,8399000.0,7058000.0,840.3,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2017,9626160.0,9377560.0,974.2,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2018,10560430.0,11379190.0,1077.5,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2019,9547030.0,9937990.0,1041.0,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2020,9698750.0,11078500.0,1142.3,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2021,9995920.0,11911180.0,1191.6,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2022,10740100.0,13543630.0,1261.0,2
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,2023,10470862.0,12267289.55,1171.6,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2004,7048100.0,5717500.0,811.2,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2005,6714600.0,5469400.0,814.6,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2006,6896200.0,5575400.0,808.5,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2007,7493900.0,6333700.0,845.2,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2008,7543700.0,5748600.0,762.0,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2009,7890000.0,7060000.0,894.8,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2010,8170000.0,7480000.0,915.5,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2011,9190000.0,8220000.0,894.5,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2012,8320000.0,7700000.0,925.5,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2013,8522000.0,8832500.0,1036.4,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2014,9927000.0,9530000.0,960.0,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2015,8251000.0,7332000.0,888.6,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2016,8399000.0,7058000.0,840.3,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2017,9626160.0,9377560.0,974.2,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2018,10560430.0,11379190.0,1077.5,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2019,9547030.0,9937990.0,1041.0,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2020,9698750.0,11078500.0,1142.3,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2021,9995920.0,11911180.0,1191.6,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2022,10740100.0,13543630.0,1261.0,2
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,2023,10470862.0,12267289.55,1171.6,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2004,7048100.0,5717500.0,811.2,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2005,6714600.0,5469400.0,814.6,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2006,6896200.0,5575400.0,808.5,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2007,7493900.0,6333700.0,845.2,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2008,7543700.0,5748600.0,762.0,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2009,7890000.0,7060000.0,894.8,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2010,8170000.0,7480000.0,915.5,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2011,9190000.0,8220000.0,894.5,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2012,8320000.0,7700000.0,925.5,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2013,8522000.0,8832500.0,1036.4,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2014,9927000.0,9530000.0,960.0,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2015,8251000.0,7332000.0,888.6,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2016,8399000.0,7058000.0,840.3,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2017,9626160.0,9377560.0,974.2,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2018,10560430.0,11379190.0,1077.5,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2019,9547030.0,9937990.0,1041.0,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2020,9698750.0,11078500.0,1142.3,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2021,9995920.0,11911180.0,1191.6,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2022,10740100.0,13543630.0,1261.0,2
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,2023,10470862.0,12267289.55,1171.6,2
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,2004,7048100.0,5717500.0,811.2,2
