Element,Value,N,P,K,temperature,humidity,ph,rain fall,label
Production,4860300.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,5201350.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,5966400.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,1316000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,1232000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,3520000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,3886000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,4229000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,3468000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,3209000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,3266000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,3895000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,3927000.0,19.58,16.55,10.01,22.7657254967,92.1702087634,7.01695745276,110.47496872,Oranges
Production,1796960.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,2590400.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,2147200.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,1692100.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,2535100.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,2139300.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,2482100.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,2909000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,3629000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,3913500.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,4196000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,4457100.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5382000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5544000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5639300.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,4913000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5667000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5940000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5989000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,6050000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5780000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5540000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5341000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,5240000.0,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,2694000.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2246500.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2259800.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2185800.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2346400.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2346900.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2738000.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2314100.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,3075900.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2270000.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2460000.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2860000.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2650000.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,3022700.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,3170000.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2810000.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,2560000.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,4873240.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,4289820.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,3315440.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,3891730.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,4315900.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,4220190.0,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,3311532.36,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,5128000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,5311000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,4582000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,7294000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,8728000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,9828000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,12023000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,13751000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,11834000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,12761000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,17760000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,19178000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,18179000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,18913000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,18488000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,15943000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,17308000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,17425000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,14657000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,18558000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,17731050.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,17204000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,15000000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,16400000.0,117.77,46.24,19.56,23.9889578952,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,255000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,270876.94,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,281146.77,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,291544.24,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,301927.37,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,313709.08,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,324625.31,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,335665.99,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,346812.15,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,358052.2,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,369379.51,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,1436500.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,1727000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,1789000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,1810000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,2145000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,2325000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,2182000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,2520000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,2495000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,3157000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,3254000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,3308000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,3626000.0,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
