Element,N,P,K,temperature,humidity,ph,rainfall,label
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,20.07,27.18,29.92,31.2087701513,50.1565726953,5.766372799660001,94.70451504479999,"Mangoes, guavas and mangosteens"
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,19.58,16.55,10.01,22.7657254967,92.17020876340001,7.01695745276,110.47496871999999,Oranges
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,49.88,59.05,50.04,33.7238587388,92.4033876826,6.74144237274,142.6278388629,Papayas
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,"Pigeon peas, dry"
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.18111359399998,Rice
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193,"Seed cotton, unginned"
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
Production,99.5050505050505,16.92929292929293,50.17171717171717,25.584910178484847,85.18126852676768,6.498169127010101,50.826803227272734,Watermelons
