Element,Value,N,P,K,temperature,humidity,ph,rainfall,label
Production,292000.0,99.0,40.0,32.0,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,Coffee
Production,292000.0,89.0,28.0,33.0,26.44414097,53.83876189,6.9932360010000005,175.3723314,Coffee
Production,292000.0,112.0,39.0,29.0,26.12492233,63.37479229,6.726528895,147.8035305,Coffee
Production,292000.0,111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,Coffee
Production,292000.0,114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,Coffee
Production,292000.0,117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,Coffee
Production,292000.0,111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,Coffee
Production,292000.0,119.0,30.0,28.0,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,Coffee
Production,292000.0,116.0,40.0,33.0,24.91370487,54.15319242,7.042089492000001,129.5481144,Coffee
Production,292000.0,95.0,37.0,35.0,27.31317116,68.42333909999999,6.348337518999998,192.4288139,Coffee
Production,292000.0,86.0,40.0,33.0,26.1387869,52.26311691,7.432322234,136.3027766,Coffee
Production,292000.0,117.0,37.0,32.0,23.1069385,67.06230539,6.787658922,162.57696059999995,Coffee
Production,292000.0,105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,Coffee
Production,292000.0,109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,Coffee
Production,292000.0,80.0,18.0,31.0,24.02952505,58.84880599,7.303033217,134.6803969,Coffee
Production,292000.0,101.0,31.0,26.0,26.70897548,69.71184111,6.861235184,158.86088869999998,Coffee
Production,292000.0,103.0,33.0,33.0,26.71717393,50.50148528,7.131435858,126.8073984,Coffee
Production,292000.0,93.0,26.0,27.0,24.59245684,56.46829641,7.288211994,137.70440469999997,Coffee
Production,292000.0,104.0,35.0,28.0,27.51006055,50.66687215,6.983732393,143.9955548,Coffee
Production,292000.0,116.0,36.0,25.0,27.57847581,58.52534263,6.172090205,156.6810374,Coffee
Production,292000.0,107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,145.105065,Coffee
Production,292000.0,101.0,33.0,33.0,26.97251562,62.0183627,6.908671378999999,142.8610793,Coffee
Production,292000.0,107.0,31.0,31.0,23.17124551,52.97841162,6.766184468,153.12016440000005,Coffee
Production,292000.0,99.0,16.0,30.0,23.52652084,65.44340921,6.392791654,186.1728203,Coffee
Production,292000.0,103.0,40.0,30.0,27.30901814,55.196224,6.3483162570000005,141.48316440000005,Coffee
Production,292000.0,118.0,31.0,34.0,27.54823036,62.88179198,6.123796057000001,181.4170812,Coffee
Production,292000.0,106.0,21.0,35.0,25.627355,57.04151119,7.4285236339999985,188.5506536,Coffee
Production,292000.0,116.0,38.0,34.0,23.29250318,50.04557009,6.020947179,183.468585,Coffee
Production,292000.0,97.0,35.0,26.0,24.91461008,53.74144743,6.334610249,166.2549307,Coffee
Production,292000.0,107.0,34.0,32.0,26.77463708,66.4132686,6.78006386,177.7745075,Coffee
Production,292000.0,99.0,15.0,27.0,27.41711238,56.63636248,6.086922359,127.92461000000002,Coffee
Production,292000.0,118.0,33.0,30.0,24.13179691,67.22512329,6.362607851,173.32283859999995,Coffee
Production,292000.0,117.0,32.0,34.0,26.2724184,52.12739421,6.758792552,127.1752928,Coffee
Production,292000.0,104.0,18.0,30.0,23.60301571,60.39647474,6.779832611000002,140.9370415,Coffee
Production,292000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,green
Production,301000.0,91.0,21.0,26.0,26.33377983,57.36469955,7.261313694,191.6549412,Coffee
Production,301000.0,107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.68613359999995,Coffee
Production,301000.0,83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,136.73250919999998,Coffee
Production,301000.0,108.0,24.0,31.0,24.12832546,56.18107663,6.431899747999999,147.27578180000003,Coffee
Production,301000.0,116.0,28.0,34.0,23.44372334,60.39523266,6.42321105,122.2103248,Coffee
Production,301000.0,116.0,23.0,25.0,23.4123707,52.26994674,6.869720196,139.3670753,Coffee
Production,301000.0,109.0,31.0,27.0,23.05951896,50.40609436,6.973839707000001,164.4971875,Coffee
Production,301000.0,89.0,25.0,34.0,23.07895447,63.65861483,7.184801627000001,129.8765443,Coffee
Production,301000.0,118.0,18.0,32.0,27.6496114,51.11044023,6.351823783,122.8392822,Coffee
Production,301000.0,111.0,32.0,34.0,25.46743689,69.35161206,6.392048018,171.37644619999998,Coffee
Production,301000.0,84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.63052130000003,Coffee
Production,301000.0,85.0,33.0,25.0,26.20811417,52.50987966,6.910823945,189.0944824,Coffee
Production,301000.0,99.0,15.0,27.0,27.0424167,57.27927475,6.501157208,165.6872119,Coffee
Production,301000.0,81.0,30.0,31.0,24.65090184,51.93952357,7.027585558999999,135.1386537,Coffee
Production,301000.0,95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.98125249999995,Coffee
Production,301000.0,81.0,34.0,30.0,25.17787724,62.26244581,6.6477659970000005,135.0119649,Coffee
Production,301000.0,80.0,15.0,28.0,23.11438731,68.00096043,6.703270635,161.8944624,Coffee
Production,301000.0,104.0,20.0,26.0,27.22783677,52.95261751,7.493191968,175.7260273,Coffee
Production,301000.0,109.0,29.0,28.0,23.26316991,60.51600210000001,6.724688502999999,194.1755471,Coffee
Production,301000.0,100.0,32.0,26.0,25.234661,57.53161469,6.043485685,124.2261737,Coffee
Production,301000.0,100.0,24.0,28.0,25.59535262,57.72920846,7.101661011,195.7733251,Coffee
Production,301000.0,83.0,21.0,28.0,25.5674832,60.49244602,7.466900682999999,190.2257843,Coffee
Production,301000.0,120.0,23.0,28.0,25.67324193,51.29043632,6.877799264,196.2736367,Coffee
Production,301000.0,104.0,26.0,30.0,24.40726724,62.65692638,6.410992833,148.6977358,Coffee
Production,301000.0,108.0,33.0,31.0,23.69287069,66.76090123,7.393825704,144.6576424,Coffee
Production,301000.0,91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,Coffee
Production,301000.0,86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,Coffee
Production,301000.0,98.0,18.0,27.0,27.56088634,68.49299897,6.516312148,167.43580749999995,Coffee
Production,301000.0,111.0,27.0,31.0,23.59302313,55.27564977,6.0433309510000015,191.3980675,Coffee
Production,301000.0,84.0,39.0,35.0,23.17714381,52.13864034,6.959404135,117.3113562,Coffee
Production,301000.0,98.0,27.0,27.0,24.71384065,51.29142534,7.238109556,197.6439711,Coffee
Production,301000.0,118.0,21.0,34.0,24.38534644,64.72543073,7.234258375,119.6324109,Coffee
Production,301000.0,103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,Coffee
Production,301000.0,82.0,24.0,33.0,26.53543168,67.09608099,6.809593554,120.6494434,Coffee
Production,301000.0,86.0,31.0,35.0,27.01207284,60.76645256,6.485761419,191.4508931,Coffee
Production,301000.0,88.0,35.0,35.0,27.55906475,58.45742907,6.784460602,117.9389993,Coffee
Production,301000.0,84.0,27.0,29.0,23.32293161,53.00366334,7.167092586,168.26442869999997,Coffee
Production,301000.0,120.0,40.0,33.0,24.23850608,54.30329632,6.73410539,115.1564012,Coffee
Production,301000.0,106.0,40.0,30.0,23.42611644,64.10651528,6.779984384,122.6847408,Coffee
Production,301000.0,113.0,21.0,33.0,26.02241444,55.83288958,7.277422737999999,176.90209240000004,Coffee
Production,301000.0,117.0,34.0,25.0,24.83846178,56.7685316,7.21270048,124.4135035,Coffee
Production,301000.0,80.0,30.0,25.0,26.24092174,65.64381357,7.487266991,148.37712019999995,Coffee
Production,301000.0,88.0,21.0,27.0,24.43011925,66.02411187,7.231166546,181.6368274,Coffee
Production,301000.0,113.0,33.0,34.0,26.00373964,62.144510200000006,6.559817161000002,153.477776,Coffee
Production,301000.0,87.0,23.0,28.0,26.22367404,62.26594559,6.979590627,193.7461968,Coffee
Production,301000.0,113.0,15.0,29.0,27.09617155,63.55324262,6.779230041,190.2440566,Coffee
Production,301000.0,98.0,29.0,30.0,25.64004392,61.03273481,6.217974349,199.4735636,Coffee
Production,301000.0,97.0,29.0,27.0,27.74576987,54.36976075,7.205078785,139.8619431,Coffee
Production,301000.0,85.0,35.0,32.0,26.24928198,54.28617819,6.854011265,133.1120232,Coffee
Production,301000.0,82.0,29.0,35.0,26.67377159,52.24226285,6.246872394,156.15438980000005,Coffee
Production,301000.0,103.0,33.0,25.0,27.10210397,55.74973320000001,6.911066044,139.5013171,Coffee
Production,301000.0,112.0,17.0,28.0,27.62975458,61.26002598,6.777417989,196.6492664,Coffee
Production,301000.0,99.0,19.0,33.0,27.536454700000004,55.51673151,6.273741983,130.6377143,Coffee
Production,301000.0,120.0,20.0,34.0,23.56960509,50.56339727,6.906124587000001,130.3797119,Coffee
Production,301000.0,114.0,27.0,28.0,24.99451759,57.93250202,7.162802357,192.8736822,Coffee
Production,301000.0,100.0,40.0,35.0,27.56441788,54.41094079,6.9557873510000015,177.816092,Coffee
Production,301000.0,108.0,35.0,25.0,23.98143338,61.10935084,6.971963169,161.5279095,Coffee
Production,301000.0,115.0,31.0,30.0,24.22984659,67.37768353,6.840927967000001,122.4073418,Coffee
Production,301000.0,87.0,28.0,30.0,25.60153969,68.66257977,6.536676653,168.8383605,Coffee
Production,301000.0,82.0,24.0,26.0,24.31274458,53.57285558,6.089443602999999,184.4103931,Coffee
Production,301000.0,94.0,26.0,27.0,26.36629861,52.25738495,7.456460375,177.31761609999995,Coffee
Production,301000.0,87.0,28.0,35.0,26.5602777,57.1621814,6.759211911,152.0616227,Coffee
Production,301000.0,118.0,40.0,35.0,26.35034208,58.50650238,7.460174812000001,121.5586297,Coffee
Production,301000.0,87.0,38.0,29.0,25.20406808,57.88370456,6.652642579,156.1457255,Coffee
Production,301000.0,92.0,40.0,30.0,23.35723208,55.18792166,6.026287448,171.6976946,Coffee
Production,301000.0,97.0,22.0,26.0,23.60567546,59.68849145,6.074190142000001,185.1568059,Coffee
Production,301000.0,99.0,40.0,32.0,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,Coffee
Production,301000.0,89.0,28.0,33.0,26.44414097,53.83876189,6.9932360010000005,175.3723314,Coffee
Production,301000.0,112.0,39.0,29.0,26.12492233,63.37479229,6.726528895,147.8035305,Coffee
Production,301000.0,111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,Coffee
Production,301000.0,114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,Coffee
Production,301000.0,117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,Coffee
Production,301000.0,111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,Coffee
Production,301000.0,119.0,30.0,28.0,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,Coffee
Production,301000.0,116.0,40.0,33.0,24.91370487,54.15319242,7.042089492000001,129.5481144,Coffee
Production,301000.0,95.0,37.0,35.0,27.31317116,68.42333909999999,6.348337518999998,192.4288139,Coffee
Production,301000.0,86.0,40.0,33.0,26.1387869,52.26311691,7.432322234,136.3027766,Coffee
Production,301000.0,117.0,37.0,32.0,23.1069385,67.06230539,6.787658922,162.57696059999995,Coffee
Production,301000.0,105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,Coffee
Production,301000.0,109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,Coffee
Production,301000.0,80.0,18.0,31.0,24.02952505,58.84880599,7.303033217,134.6803969,Coffee
Production,301000.0,101.0,31.0,26.0,26.70897548,69.71184111,6.861235184,158.86088869999998,Coffee
Production,301000.0,103.0,33.0,33.0,26.71717393,50.50148528,7.131435858,126.8073984,Coffee
Production,301000.0,93.0,26.0,27.0,24.59245684,56.46829641,7.288211994,137.70440469999997,Coffee
Production,301000.0,104.0,35.0,28.0,27.51006055,50.66687215,6.983732393,143.9955548,Coffee
Production,301000.0,116.0,36.0,25.0,27.57847581,58.52534263,6.172090205,156.6810374,Coffee
Production,301000.0,107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,145.105065,Coffee
Production,301000.0,101.0,33.0,33.0,26.97251562,62.0183627,6.908671378999999,142.8610793,Coffee
Production,301000.0,107.0,31.0,31.0,23.17124551,52.97841162,6.766184468,153.12016440000005,Coffee
Production,301000.0,99.0,16.0,30.0,23.52652084,65.44340921,6.392791654,186.1728203,Coffee
Production,301000.0,103.0,40.0,30.0,27.30901814,55.196224,6.3483162570000005,141.48316440000005,Coffee
Production,301000.0,118.0,31.0,34.0,27.54823036,62.88179198,6.123796057000001,181.4170812,Coffee
Production,301000.0,106.0,21.0,35.0,25.627355,57.04151119,7.4285236339999985,188.5506536,Coffee
Production,301000.0,116.0,38.0,34.0,23.29250318,50.04557009,6.020947179,183.468585,Coffee
Production,301000.0,97.0,35.0,26.0,24.91461008,53.74144743,6.334610249,166.2549307,Coffee
Production,301000.0,107.0,34.0,32.0,26.77463708,66.4132686,6.78006386,177.7745075,Coffee
Production,301000.0,99.0,15.0,27.0,27.41711238,56.63636248,6.086922359,127.92461000000002,Coffee
Production,301000.0,118.0,33.0,30.0,24.13179691,67.22512329,6.362607851,173.32283859999995,Coffee
Production,301000.0,117.0,32.0,34.0,26.2724184,52.12739421,6.758792552,127.1752928,Coffee
Production,301000.0,104.0,18.0,30.0,23.60301571,60.39647474,6.779832611000002,140.9370415,Coffee
Production,301000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,green
Production,275275.0,91.0,21.0,26.0,26.33377983,57.36469955,7.261313694,191.6549412,Coffee
Production,275275.0,107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.68613359999995,Coffee
Production,275275.0,83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,136.73250919999998,Coffee
Production,275275.0,108.0,24.0,31.0,24.12832546,56.18107663,6.431899747999999,147.27578180000003,Coffee
Production,275275.0,116.0,28.0,34.0,23.44372334,60.39523266,6.42321105,122.2103248,Coffee
Production,275275.0,116.0,23.0,25.0,23.4123707,52.26994674,6.869720196,139.3670753,Coffee
Production,275275.0,109.0,31.0,27.0,23.05951896,50.40609436,6.973839707000001,164.4971875,Coffee
Production,275275.0,89.0,25.0,34.0,23.07895447,63.65861483,7.184801627000001,129.8765443,Coffee
Production,275275.0,118.0,18.0,32.0,27.6496114,51.11044023,6.351823783,122.8392822,Coffee
Production,275275.0,111.0,32.0,34.0,25.46743689,69.35161206,6.392048018,171.37644619999998,Coffee
Production,275275.0,84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.63052130000003,Coffee
Production,275275.0,85.0,33.0,25.0,26.20811417,52.50987966,6.910823945,189.0944824,Coffee
Production,275275.0,99.0,15.0,27.0,27.0424167,57.27927475,6.501157208,165.6872119,Coffee
Production,275275.0,81.0,30.0,31.0,24.65090184,51.93952357,7.027585558999999,135.1386537,Coffee
Production,275275.0,95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.98125249999995,Coffee
Production,275275.0,81.0,34.0,30.0,25.17787724,62.26244581,6.6477659970000005,135.0119649,Coffee
Production,275275.0,80.0,15.0,28.0,23.11438731,68.00096043,6.703270635,161.8944624,Coffee
Production,275275.0,104.0,20.0,26.0,27.22783677,52.95261751,7.493191968,175.7260273,Coffee
Production,275275.0,109.0,29.0,28.0,23.26316991,60.51600210000001,6.724688502999999,194.1755471,Coffee
Production,275275.0,100.0,32.0,26.0,25.234661,57.53161469,6.043485685,124.2261737,Coffee
Production,275275.0,100.0,24.0,28.0,25.59535262,57.72920846,7.101661011,195.7733251,Coffee
Production,275275.0,83.0,21.0,28.0,25.5674832,60.49244602,7.466900682999999,190.2257843,Coffee
Production,275275.0,120.0,23.0,28.0,25.67324193,51.29043632,6.877799264,196.2736367,Coffee
Production,275275.0,104.0,26.0,30.0,24.40726724,62.65692638,6.410992833,148.6977358,Coffee
Production,275275.0,108.0,33.0,31.0,23.69287069,66.76090123,7.393825704,144.6576424,Coffee
Production,275275.0,91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,Coffee
Production,275275.0,86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,Coffee
Production,275275.0,98.0,18.0,27.0,27.56088634,68.49299897,6.516312148,167.43580749999995,Coffee
Production,275275.0,111.0,27.0,31.0,23.59302313,55.27564977,6.0433309510000015,191.3980675,Coffee
Production,275275.0,84.0,39.0,35.0,23.17714381,52.13864034,6.959404135,117.3113562,Coffee
Production,275275.0,98.0,27.0,27.0,24.71384065,51.29142534,7.238109556,197.6439711,Coffee
Production,275275.0,118.0,21.0,34.0,24.38534644,64.72543073,7.234258375,119.6324109,Coffee
Production,275275.0,103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,Coffee
Production,275275.0,82.0,24.0,33.0,26.53543168,67.09608099,6.809593554,120.6494434,Coffee
Production,275275.0,86.0,31.0,35.0,27.01207284,60.76645256,6.485761419,191.4508931,Coffee
Production,275275.0,88.0,35.0,35.0,27.55906475,58.45742907,6.784460602,117.9389993,Coffee
Production,275275.0,84.0,27.0,29.0,23.32293161,53.00366334,7.167092586,168.26442869999997,Coffee
Production,275275.0,120.0,40.0,33.0,24.23850608,54.30329632,6.73410539,115.1564012,Coffee
Production,275275.0,106.0,40.0,30.0,23.42611644,64.10651528,6.779984384,122.6847408,Coffee
Production,275275.0,113.0,21.0,33.0,26.02241444,55.83288958,7.277422737999999,176.90209240000004,Coffee
Production,275275.0,117.0,34.0,25.0,24.83846178,56.7685316,7.21270048,124.4135035,Coffee
Production,275275.0,80.0,30.0,25.0,26.24092174,65.64381357,7.487266991,148.37712019999995,Coffee
Production,275275.0,88.0,21.0,27.0,24.43011925,66.02411187,7.231166546,181.6368274,Coffee
Production,275275.0,113.0,33.0,34.0,26.00373964,62.144510200000006,6.559817161000002,153.477776,Coffee
Production,275275.0,87.0,23.0,28.0,26.22367404,62.26594559,6.979590627,193.7461968,Coffee
Production,275275.0,113.0,15.0,29.0,27.09617155,63.55324262,6.779230041,190.2440566,Coffee
Production,275275.0,98.0,29.0,30.0,25.64004392,61.03273481,6.217974349,199.4735636,Coffee
Production,275275.0,97.0,29.0,27.0,27.74576987,54.36976075,7.205078785,139.8619431,Coffee
Production,275275.0,85.0,35.0,32.0,26.24928198,54.28617819,6.854011265,133.1120232,Coffee
Production,275275.0,82.0,29.0,35.0,26.67377159,52.24226285,6.246872394,156.15438980000005,Coffee
Production,275275.0,103.0,33.0,25.0,27.10210397,55.74973320000001,6.911066044,139.5013171,Coffee
Production,275275.0,112.0,17.0,28.0,27.62975458,61.26002598,6.777417989,196.6492664,Coffee
Production,275275.0,99.0,19.0,33.0,27.536454700000004,55.51673151,6.273741983,130.6377143,Coffee
Production,275275.0,120.0,20.0,34.0,23.56960509,50.56339727,6.906124587000001,130.3797119,Coffee
Production,275275.0,114.0,27.0,28.0,24.99451759,57.93250202,7.162802357,192.8736822,Coffee
Production,275275.0,100.0,40.0,35.0,27.56441788,54.41094079,6.9557873510000015,177.816092,Coffee
Production,275275.0,108.0,35.0,25.0,23.98143338,61.10935084,6.971963169,161.5279095,Coffee
Production,275275.0,115.0,31.0,30.0,24.22984659,67.37768353,6.840927967000001,122.4073418,Coffee
Production,275275.0,87.0,28.0,30.0,25.60153969,68.66257977,6.536676653,168.8383605,Coffee
Production,275275.0,82.0,24.0,26.0,24.31274458,53.57285558,6.089443602999999,184.4103931,Coffee
Production,275275.0,94.0,26.0,27.0,26.36629861,52.25738495,7.456460375,177.31761609999995,Coffee
Production,275275.0,87.0,28.0,35.0,26.5602777,57.1621814,6.759211911,152.0616227,Coffee
Production,275275.0,118.0,40.0,35.0,26.35034208,58.50650238,7.460174812000001,121.5586297,Coffee
Production,275275.0,87.0,38.0,29.0,25.20406808,57.88370456,6.652642579,156.1457255,Coffee
Production,275275.0,92.0,40.0,30.0,23.35723208,55.18792166,6.026287448,171.6976946,Coffee
Production,275275.0,97.0,22.0,26.0,23.60567546,59.68849145,6.074190142000001,185.1568059,Coffee
Production,275275.0,99.0,40.0,32.0,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,Coffee
Production,275275.0,89.0,28.0,33.0,26.44414097,53.83876189,6.9932360010000005,175.3723314,Coffee
Production,275275.0,112.0,39.0,29.0,26.12492233,63.37479229,6.726528895,147.8035305,Coffee
Production,275275.0,111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,Coffee
Production,275275.0,114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,Coffee
Production,275275.0,117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,Coffee
Production,275275.0,111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,Coffee
Production,275275.0,119.0,30.0,28.0,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,Coffee
Production,275275.0,116.0,40.0,33.0,24.91370487,54.15319242,7.042089492000001,129.5481144,Coffee
Production,275275.0,95.0,37.0,35.0,27.31317116,68.42333909999999,6.348337518999998,192.4288139,Coffee
Production,275275.0,86.0,40.0,33.0,26.1387869,52.26311691,7.432322234,136.3027766,Coffee
Production,275275.0,117.0,37.0,32.0,23.1069385,67.06230539,6.787658922,162.57696059999995,Coffee
Production,275275.0,105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,Coffee
Production,275275.0,109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,Coffee
Production,275275.0,80.0,18.0,31.0,24.02952505,58.84880599,7.303033217,134.6803969,Coffee
Production,275275.0,101.0,31.0,26.0,26.70897548,69.71184111,6.861235184,158.86088869999998,Coffee
Production,275275.0,103.0,33.0,33.0,26.71717393,50.50148528,7.131435858,126.8073984,Coffee
Production,275275.0,93.0,26.0,27.0,24.59245684,56.46829641,7.288211994,137.70440469999997,Coffee
Production,275275.0,104.0,35.0,28.0,27.51006055,50.66687215,6.983732393,143.9955548,Coffee
Production,275275.0,116.0,36.0,25.0,27.57847581,58.52534263,6.172090205,156.6810374,Coffee
Production,275275.0,107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,145.105065,Coffee
Production,275275.0,101.0,33.0,33.0,26.97251562,62.0183627,6.908671378999999,142.8610793,Coffee
Production,275275.0,107.0,31.0,31.0,23.17124551,52.97841162,6.766184468,153.12016440000005,Coffee
Production,275275.0,99.0,16.0,30.0,23.52652084,65.44340921,6.392791654,186.1728203,Coffee
Production,275275.0,103.0,40.0,30.0,27.30901814,55.196224,6.3483162570000005,141.48316440000005,Coffee
Production,275275.0,118.0,31.0,34.0,27.54823036,62.88179198,6.123796057000001,181.4170812,Coffee
Production,275275.0,106.0,21.0,35.0,25.627355,57.04151119,7.4285236339999985,188.5506536,Coffee
Production,275275.0,116.0,38.0,34.0,23.29250318,50.04557009,6.020947179,183.468585,Coffee
Production,275275.0,97.0,35.0,26.0,24.91461008,53.74144743,6.334610249,166.2549307,Coffee
Production,275275.0,107.0,34.0,32.0,26.77463708,66.4132686,6.78006386,177.7745075,Coffee
Production,275275.0,99.0,15.0,27.0,27.41711238,56.63636248,6.086922359,127.92461000000002,Coffee
Production,275275.0,118.0,33.0,30.0,24.13179691,67.22512329,6.362607851,173.32283859999995,Coffee
Production,275275.0,117.0,32.0,34.0,26.2724184,52.12739421,6.758792552,127.1752928,Coffee
Production,275275.0,104.0,18.0,30.0,23.60301571,60.39647474,6.779832611000002,140.9370415,Coffee
Production,275275.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,green
Production,270500.0,91.0,21.0,26.0,26.33377983,57.36469955,7.261313694,191.6549412,Coffee
Production,270500.0,107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.68613359999995,Coffee
Production,270500.0,83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,136.73250919999998,Coffee
Production,270500.0,108.0,24.0,31.0,24.12832546,56.18107663,6.431899747999999,147.27578180000003,Coffee
Production,270500.0,116.0,28.0,34.0,23.44372334,60.39523266,6.42321105,122.2103248,Coffee
Production,270500.0,116.0,23.0,25.0,23.4123707,52.26994674,6.869720196,139.3670753,Coffee
Production,270500.0,109.0,31.0,27.0,23.05951896,50.40609436,6.973839707000001,164.4971875,Coffee
Production,270500.0,89.0,25.0,34.0,23.07895447,63.65861483,7.184801627000001,129.8765443,Coffee
Production,270500.0,118.0,18.0,32.0,27.6496114,51.11044023,6.351823783,122.8392822,Coffee
Production,270500.0,111.0,32.0,34.0,25.46743689,69.35161206,6.392048018,171.37644619999998,Coffee
Production,270500.0,84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.63052130000003,Coffee
Production,270500.0,85.0,33.0,25.0,26.20811417,52.50987966,6.910823945,189.0944824,Coffee
Production,270500.0,99.0,15.0,27.0,27.0424167,57.27927475,6.501157208,165.6872119,Coffee
Production,270500.0,81.0,30.0,31.0,24.65090184,51.93952357,7.027585558999999,135.1386537,Coffee
Production,270500.0,95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.98125249999995,Coffee
Production,270500.0,81.0,34.0,30.0,25.17787724,62.26244581,6.6477659970000005,135.0119649,Coffee
Production,270500.0,80.0,15.0,28.0,23.11438731,68.00096043,6.703270635,161.8944624,Coffee
Production,270500.0,104.0,20.0,26.0,27.22783677,52.95261751,7.493191968,175.7260273,Coffee
Production,270500.0,109.0,29.0,28.0,23.26316991,60.51600210000001,6.724688502999999,194.1755471,Coffee
Production,270500.0,100.0,32.0,26.0,25.234661,57.53161469,6.043485685,124.2261737,Coffee
Production,270500.0,100.0,24.0,28.0,25.59535262,57.72920846,7.101661011,195.7733251,Coffee
Production,270500.0,83.0,21.0,28.0,25.5674832,60.49244602,7.466900682999999,190.2257843,Coffee
Production,270500.0,120.0,23.0,28.0,25.67324193,51.29043632,6.877799264,196.2736367,Coffee
Production,270500.0,104.0,26.0,30.0,24.40726724,62.65692638,6.410992833,148.6977358,Coffee
Production,270500.0,108.0,33.0,31.0,23.69287069,66.76090123,7.393825704,144.6576424,Coffee
Production,270500.0,91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,Coffee
Production,270500.0,86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,Coffee
Production,270500.0,98.0,18.0,27.0,27.56088634,68.49299897,6.516312148,167.43580749999995,Coffee
Production,270500.0,111.0,27.0,31.0,23.59302313,55.27564977,6.0433309510000015,191.3980675,Coffee
Production,270500.0,84.0,39.0,35.0,23.17714381,52.13864034,6.959404135,117.3113562,Coffee
Production,270500.0,98.0,27.0,27.0,24.71384065,51.29142534,7.238109556,197.6439711,Coffee
Production,270500.0,118.0,21.0,34.0,24.38534644,64.72543073,7.234258375,119.6324109,Coffee
Production,270500.0,103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,Coffee
Production,270500.0,82.0,24.0,33.0,26.53543168,67.09608099,6.809593554,120.6494434,Coffee
Production,270500.0,86.0,31.0,35.0,27.01207284,60.76645256,6.485761419,191.4508931,Coffee
Production,270500.0,88.0,35.0,35.0,27.55906475,58.45742907,6.784460602,117.9389993,Coffee
Production,270500.0,84.0,27.0,29.0,23.32293161,53.00366334,7.167092586,168.26442869999997,Coffee
Production,270500.0,120.0,40.0,33.0,24.23850608,54.30329632,6.73410539,115.1564012,Coffee
Production,270500.0,106.0,40.0,30.0,23.42611644,64.10651528,6.779984384,122.6847408,Coffee
Production,270500.0,113.0,21.0,33.0,26.02241444,55.83288958,7.277422737999999,176.90209240000004,Coffee
Production,270500.0,117.0,34.0,25.0,24.83846178,56.7685316,7.21270048,124.4135035,Coffee
